Framework,Reference,Requirement,Element ID,Element,Counts towards Covers,Source,Note
ESRS E1,ESRS E1 Metrics and Targets 37,"The disclosure required by paragraph 35 shall include the total energy consumption in MWh related to own operations disaggregated by: (a) total energy consumption from fossil sources; (b) total energy consumption from nuclear sources; (c) total energy consumption from renewable sources disaggregated by: (ci) fuel consumption for renewable sources including biomass (also comprising industrial and municipal waste of biologic origin), biofuels, biogas, hydrogen from renewable sources, etc.; (cii) consumption of purchased or acquired electricity, heat, steam, and cooling from renewable sources; and (ciii) consumption of self-generated non-fuel renewable energy.",E3,"Total energy consumption from renewable sources disaggregated by: Fuel consumption for renewable sources including biomass (also comprising industrial and municipal waste of biologic origin), biofuels, biogas, hydrogen from renewable sources, etc.; Consumption of purchased or acquired electricity, heat, steam, and cooling from renewable sources; Consumption of self-generated non-fuel renewable energy.",Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 38,"The undertaking with operations in high climate impact sectors shall further disaggregate their total energy consumption from fossil sources by: (a) fuel consumption from coal and coal products; (b) fuel consumption from crude oil and petroleum products; (c) fuel consumption from natural gas; (d) fuel consumption from other fossil sources; (e) consumption of purchased or acquired electricity, heat, steam, or cooling from fossil sources;",E1,Fuel consumption from coal and coal products,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 38,"The undertaking with operations in high climate impact sectors shall further disaggregate their total energy consumption from fossil sources by: (a) fuel consumption from coal and coal products; (b) fuel consumption from crude oil and petroleum products; (c) fuel consumption from natural gas; (d) fuel consumption from other fossil sources; (e) consumption of purchased or acquired electricity, heat, steam, or cooling from fossil sources;",E2,Fuel consumption from crude oil and petroleum products,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 38,"The undertaking with operations in high climate impact sectors shall further disaggregate their total energy consumption from fossil sources by: (a) fuel consumption from coal and coal products; (b) fuel consumption from crude oil and petroleum products; (c) fuel consumption from natural gas; (d) fuel consumption from other fossil sources; (e) consumption of purchased or acquired electricity, heat, steam, or cooling from fossil sources;",E3,Fuel consumption from natural gas,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 38,"The undertaking with operations in high climate impact sectors shall further disaggregate their total energy consumption from fossil sources by: (a) fuel consumption from coal and coal products; (b) fuel consumption from crude oil and petroleum products; (c) fuel consumption from natural gas; (d) fuel consumption from other fossil sources; (e) consumption of purchased or acquired electricity, heat, steam, or cooling from fossil sources;",E4,Fuel consumption from other fossil sources,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 38,"The undertaking with operations in high climate impact sectors shall further disaggregate their total energy consumption from fossil sources by: (a) fuel consumption from coal and coal products; (b) fuel consumption from crude oil and petroleum products; (c) fuel consumption from natural gas; (d) fuel consumption from other fossil sources; (e) consumption of purchased or acquired electricity, heat, steam, or cooling from fossil sources;",E5,"Consumption of purchased or acquired electricity, heat, steam, or cooling from fossil sources",Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 44,The undertaking shall disclose in metric tonnes of CO2eq its: (a) gross Scope 1 GHG emissions; (b) gross Scope 2 GHG emissions; (c) gross Scope 3 GHG emissions; and (d) total GHG emissions.,E1,Gross Scope 1 GHG emissions,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 44,The undertaking shall disclose in metric tonnes of CO2eq its: (a) gross Scope 1 GHG emissions; (b) gross Scope 2 GHG emissions; (c) gross Scope 3 GHG emissions; and (d) total GHG emissions.,E2,Gross Scope 2 GHG emissions,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 44,The undertaking shall disclose in metric tonnes of CO2eq its: (a) gross Scope 1 GHG emissions; (b) gross Scope 2 GHG emissions; (c) gross Scope 3 GHG emissions; and (d) total GHG emissions.,E3,Gross Scope 3 GHG emissions,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 44,The undertaking shall disclose in metric tonnes of CO2eq its: (a) gross Scope 1 GHG emissions; (b) gross Scope 2 GHG emissions; (c) gross Scope 3 GHG emissions; and (d) total GHG emissions.,E4,Total GHG emissions.,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 45,"The objective of the Disclosure Requirement in paragraph 44 in respect of: (a) gross Scope 1 GHG emissions as required by paragraph 44 (a) is to provide an understanding of the direct impacts of the undertaking on climate change and the proportion of its total GHG emissions that are regulated under emission trading schemes. (b) gross Scope 2 GHG emissions as required by paragraph 44 (b) is to provide an understanding of the indirect impacts on climate change caused by the undertaking’s consumed energy whether externally purchased or acquired (c) gross Scope 3 GHG emissions as required by paragraph 44 (c) is to provide an understanding of the GHG emissions that occur in the undertaking’s upstream and downstream value chain beyond its Scope 1 and 2 GHG emissions. For many undertakings, Scope 3 GHG emissions may be the main component of their GHG inventory and are an important driver of the undertaking’s transition risks. (d) total GHG emissions as required by paragraph 44 (d) is to provide an overall understanding of the undertaking’s GHG emissions and whether they occur from its own operations or the usptream and donwstream value chain. This disclosure is a prerequisite for measuring progress towards reducing GHG emissions in accordance with the undertaking’s climate-related targets and EU policy goals.",E1,Gross Scope 1 GHG emissions as required by paragraph 44 (a) is to provide an understanding of the direct impacts of the undertaking on climate change and the proportion of its total GHG emissions that are regulated under emission trading schemes.,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 45,"The objective of the Disclosure Requirement in paragraph 44 in respect of: (a) gross Scope 1 GHG emissions as required by paragraph 44 (a) is to provide an understanding of the direct impacts of the undertaking on climate change and the proportion of its total GHG emissions that are regulated under emission trading schemes. (b) gross Scope 2 GHG emissions as required by paragraph 44 (b) is to provide an understanding of the indirect impacts on climate change caused by the undertaking’s consumed energy whether externally purchased or acquired (c) gross Scope 3 GHG emissions as required by paragraph 44 (c) is to provide an understanding of the GHG emissions that occur in the undertaking’s upstream and downstream value chain beyond its Scope 1 and 2 GHG emissions. For many undertakings, Scope 3 GHG emissions may be the main component of their GHG inventory and are an important driver of the undertaking’s transition risks. (d) total GHG emissions as required by paragraph 44 (d) is to provide an overall understanding of the undertaking’s GHG emissions and whether they occur from its own operations or the usptream and donwstream value chain. This disclosure is a prerequisite for measuring progress towards reducing GHG emissions in accordance with the undertaking’s climate-related targets and EU policy goals.",E2,Gross Scope 2 GHG emissions as required by paragraph 44 (b) is to provide an understanding of the indirect impacts on climate change caused by the undertaking’s consumed energy whether externally purchased or acquired,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 45,"The objective of the Disclosure Requirement in paragraph 44 in respect of: (a) gross Scope 1 GHG emissions as required by paragraph 44 (a) is to provide an understanding of the direct impacts of the undertaking on climate change and the proportion of its total GHG emissions that are regulated under emission trading schemes. (b) gross Scope 2 GHG emissions as required by paragraph 44 (b) is to provide an understanding of the indirect impacts on climate change caused by the undertaking’s consumed energy whether externally purchased or acquired (c) gross Scope 3 GHG emissions as required by paragraph 44 (c) is to provide an understanding of the GHG emissions that occur in the undertaking’s upstream and downstream value chain beyond its Scope 1 and 2 GHG emissions. For many undertakings, Scope 3 GHG emissions may be the main component of their GHG inventory and are an important driver of the undertaking’s transition risks. (d) total GHG emissions as required by paragraph 44 (d) is to provide an overall understanding of the undertaking’s GHG emissions and whether they occur from its own operations or the usptream and donwstream value chain. This disclosure is a prerequisite for measuring progress towards reducing GHG emissions in accordance with the undertaking’s climate-related targets and EU policy goals.",E3,"Gross Scope 3 GHG emissions as required by paragraph 44 (c) is to provide an understanding of the GHG emissions that occur in the undertaking’s upstream and downstream value chain beyond its Scope 1 and 2 GHG emissions. For many undertakings, Scope 3 GHG emissions may be the main component of their GHG inventory and are an important driver of the undertaking’s transition risks.",Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 45,"The objective of the Disclosure Requirement in paragraph 44 in respect of: (a) gross Scope 1 GHG emissions as required by paragraph 44 (a) is to provide an understanding of the direct impacts of the undertaking on climate change and the proportion of its total GHG emissions that are regulated under emission trading schemes. (b) gross Scope 2 GHG emissions as required by paragraph 44 (b) is to provide an understanding of the indirect impacts on climate change caused by the undertaking’s consumed energy whether externally purchased or acquired (c) gross Scope 3 GHG emissions as required by paragraph 44 (c) is to provide an understanding of the GHG emissions that occur in the undertaking’s upstream and downstream value chain beyond its Scope 1 and 2 GHG emissions. For many undertakings, Scope 3 GHG emissions may be the main component of their GHG inventory and are an important driver of the undertaking’s transition risks. (d) total GHG emissions as required by paragraph 44 (d) is to provide an overall understanding of the undertaking’s GHG emissions and whether they occur from its own operations or the usptream and donwstream value chain. This disclosure is a prerequisite for measuring progress towards reducing GHG emissions in accordance with the undertaking’s climate-related targets and EU policy goals.",E4,Total GHG emissions as required by paragraph 44 (d) is to provide an overall understanding of the undertaking’s GHG emissions and whether they occur from its own operations or the usptream and donwstream value chain. This disclosure is a prerequisite for measuring progress towards reducing GHG emissions in accordance with the undertaking’s climate-related targets and EU policy goals.,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 48,The disclosure on gross Scope 1 GHG emissions required by paragraph 44 (a) shall include: (a) the gross Scope 1 GHG emissions in metric tonnes of CO2eq; and (b) the percentage of Scope 1 GHG emissions from regulated emission trading schemes.,E1,The gross Scope 1 GHG emissions in metric tonnes of CO2eq,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 48,The disclosure on gross Scope 1 GHG emissions required by paragraph 44 (a) shall include: (a) the gross Scope 1 GHG emissions in metric tonnes of CO2eq; and (b) the percentage of Scope 1 GHG emissions from regulated emission trading schemes.,E2,The percentage of Scope 1 GHG emissions from regulated emission trading schemes.,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 49,The disclosure on gross Scope 2 GHG emissions required by paragraph 44 (b) shall include: (a) the gross location-based Scope 2 GHG emissions in metric tonnes of CO2eq; and (b) the gross market-based Scope 2 GHG emissions in metric tonnes of CO2eq.,E1,The gross location-based Scope 2 GHG emissions in metric tonnes of CO2eq,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 49,The disclosure on gross Scope 2 GHG emissions required by paragraph 44 (b) shall include: (a) the gross location-based Scope 2 GHG emissions in metric tonnes of CO2eq; and (b) the gross market-based Scope 2 GHG emissions in metric tonnes of CO2eq.,E2,The gross market-based Scope 2 GHG emissions in metric tonnes of CO2eq.,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 50,"For Scope 1 and Scope 2 emissions disclosed as required by paragraphs 44 (a) and (b) the undertaking shall disaggregate the information, separately disclosing emissions from: (a) the consolidated accounting group (the parent and subsidiaries); and (b) investees such as associates, joint ventures, or unconsolidated subsidiaries that are not fully consolidated in the financial statements of the consolidated accounting group, as well as contractual arrangements that are joint arrangements not structured through an entity (i.e., jointly controlled operations and assets), for which it has operational control.",E1,The consolidated accounting group (the parent and subsidiaries),Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 50,"For Scope 1 and Scope 2 emissions disclosed as required by paragraphs 44 (a) and (b) the undertaking shall disaggregate the information, separately disclosing emissions from: (a) the consolidated accounting group (the parent and subsidiaries); and (b) investees such as associates, joint ventures, or unconsolidated subsidiaries that are not fully consolidated in the financial statements of the consolidated accounting group, as well as contractual arrangements that are joint arrangements not structured through an entity (i.e., jointly controlled operations and assets), for which it has operational control.",E2,"Investees such as associates, joint ventures, or unconsolidated subsidiaries that are not fully consolidated in the financial statements of the consolidated accounting group, as well as contractual arrangements that are joint arrangements not structured through an entity (i.e., jointly controlled operations and assets), for which it has operational control.",Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 52,"The disclosure of total GHG emissions required by paragraph 44 (d) shall be the sum of Scope 1, 2 and 3 GHG emissions required by paragraphs 44 (a) to (c). The total GHG emissions shall be disclosed with a disaggregation that makes a distinction of: (a) the total GHG emissions derived from the underlying Scope 2 GHG emissions being measured using the location-based method; and (b) the total GHG emissions derived from the underlying Scope 2 GHG emissions being measured using the market-based method.",E1,The total GHG emissions derived from the underlying Scope 2 GHG emissions being measured using the location-based method,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 52,"The disclosure of total GHG emissions required by paragraph 44 (d) shall be the sum of Scope 1, 2 and 3 GHG emissions required by paragraphs 44 (a) to (c). The total GHG emissions shall be disclosed with a disaggregation that makes a distinction of: (a) the total GHG emissions derived from the underlying Scope 2 GHG emissions being measured using the location-based method; and (b) the total GHG emissions derived from the underlying Scope 2 GHG emissions being measured using the market-based method.",E2,The total GHG emissions derived from the underlying Scope 2 GHG emissions being measured using the market-based method.,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 56,"The undertaking shall disclose: (a) GHG removals and storage in metric tonnes of CO2eq resulting from projects it may have developed in its own operations, or contributed to in its upstream and downstream value chain; and (b) the amount of GHG emission reductions or removals from climate change mitigation projects outside its value chain it has financed or intends to finance through any purchase of carbon credits.",E1,"GHG removals and storage in metric tonnes of CO2eq resulting from projects it may have developed in its own operations, or contributed to in its upstream and downstream value chain",Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 56,"The undertaking shall disclose: (a) GHG removals and storage in metric tonnes of CO2eq resulting from projects it may have developed in its own operations, or contributed to in its upstream and downstream value chain; and (b) the amount of GHG emission reductions or removals from climate change mitigation projects outside its value chain it has financed or intends to finance through any purchase of carbon credits.",E2,The amount of GHG emission reductions or removals from climate change mitigation projects outside its value chain it has financed or intends to finance through any purchase of carbon credits.,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 57,"The objective of this Disclosure Requirement is: (a) to provide an understanding of the undertaking’s actions to permanently remove or actively support the removal of GHG from the atmosphere, potentially for achieving net-zero targets (as stated in paragraph 60). (b) to provide an understanding of the extent and quality of carbon credits the undertaking has purchased or intends to purchase from the voluntary market, potentially for supporting its GHG neutrality claims (as stated in paragraph 61).",E1,"To provide an understanding of the undertaking’s actions to permanently remove or actively support the removal of GHG from the atmosphere, potentially for achieving net-zero targets (as stated in paragraph 60).",Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 57,"The objective of this Disclosure Requirement is: (a) to provide an understanding of the undertaking’s actions to permanently remove or actively support the removal of GHG from the atmosphere, potentially for achieving net-zero targets (as stated in paragraph 60). (b) to provide an understanding of the extent and quality of carbon credits the undertaking has purchased or intends to purchase from the voluntary market, potentially for supporting its GHG neutrality claims (as stated in paragraph 61).",E2,"To provide an understanding of the extent and quality of carbon credits the undertaking has purchased or intends to purchase from the voluntary market, potentially for supporting its GHG neutrality claims (as stated in paragraph 61).",Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 58,"The disclosure on GHG removals and storage required by paragraph 56 (a) shall include, if applicable: (a) the total amount of GHG removals and storage in metric tonnes of CO2eq disaggregated and separately disclosed for the amount related to the undertaking’s own operations and its upstream and donwstream value chain, and broken down by removal activity; and (b) the calculation assumptions, methodologies and frameworks applied by the undertaking.",E1,"The total amount of GHG removals and storage in metric tonnes of CO2eq disaggregated and separately disclosed for the amount related to the undertaking’s own operations and its upstream and donwstream value chain, and broken down by removal activity",Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 58,"The disclosure on GHG removals and storage required by paragraph 56 (a) shall include, if applicable: (a) the total amount of GHG removals and storage in metric tonnes of CO2eq disaggregated and separately disclosed for the amount related to the undertaking’s own operations and its upstream and donwstream value chain, and broken down by removal activity; and (b) the calculation assumptions, methodologies and frameworks applied by the undertaking.",E2,"The calculation assumptions, methodologies and frameworks applied by the undertaking.",Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 59,"The disclosure on carbon credits required by paragraph 56 (b) shall include, if applicable: (a) the total amount of carbon credits outside the undertaking’s value chain in metric tonnes of CO2eq that are verified against recognised quality standards and cancelled in the reporting period; and (b) the total amount of carbon credits outside the undertaking’s value chain in metric tonnes of CO2eq planned to be cancelled in the future and whether they are based on existing contractual agreements or not.",E1,The total amount of carbon credits outside the undertaking’s value chain in metric tonnes of CO2eq that are verified against recognised quality standards and cancelled in the reporting period,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 59,"The disclosure on carbon credits required by paragraph 56 (b) shall include, if applicable: (a) the total amount of carbon credits outside the undertaking’s value chain in metric tonnes of CO2eq that are verified against recognised quality standards and cancelled in the reporting period; and (b) the total amount of carbon credits outside the undertaking’s value chain in metric tonnes of CO2eq planned to be cancelled in the future and whether they are based on existing contractual agreements or not.",E2,The total amount of carbon credits outside the undertaking’s value chain in metric tonnes of CO2eq planned to be cancelled in the future and whether they are based on existing contractual agreements or not.,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 61,"In the case where the undertaking may have made public claims of GHG neutrality that involve the use of carbon credits, it shall explain: (a) whether and how these claims are accompanied by GHG emission reduction targets as required by Disclosure requirement ESRS E1-4; (b) whether and how these claims and the reliance on carbon credits neither impede nor reduce the achievement of its GHG emission reduction targets47, or, if applicable, its net zero target; and (c) the credibility and integrity of the carbon credits used, including by reference to recognised quality standards.",E1,Whether and how these claims are accompanied by GHG emission reduction targets as required by Disclosure requirement ESRS E1-4,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 61,"In the case where the undertaking may have made public claims of GHG neutrality that involve the use of carbon credits, it shall explain: (a) whether and how these claims are accompanied by GHG emission reduction targets as required by Disclosure requirement ESRS E1-4; (b) whether and how these claims and the reliance on carbon credits neither impede nor reduce the achievement of its GHG emission reduction targets47, or, if applicable, its net zero target; and (c) the credibility and integrity of the carbon credits used, including by reference to recognised quality standards.",E2,"Whether and how these claims and the reliance on carbon credits neither impede nor reduce the achievement of its GHG emission reduction targets47, or, if applicable, its net zero target",Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 61,"In the case where the undertaking may have made public claims of GHG neutrality that involve the use of carbon credits, it shall explain: (a) whether and how these claims are accompanied by GHG emission reduction targets as required by Disclosure requirement ESRS E1-4; (b) whether and how these claims and the reliance on carbon credits neither impede nor reduce the achievement of its GHG emission reduction targets47, or, if applicable, its net zero target; and (c) the credibility and integrity of the carbon credits used, including by reference to recognised quality standards.",E3,"The credibility and integrity of the carbon credits used, including by reference to recognised quality standards.",Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 63,"The information required in paragraph 62 shall include: (a) the type of internal carbon pricing scheme, for example, the shadow prices applied for CapEX or research and development (R&D) investment decision making, internal carbon fees or internal carbon funds; (b) the specific scope of application of the carbon pricing schemes (activities, geographies, entities, etc.); (c) the carbon prices applied according to the type of scheme and critical assumptions made to determine the prices, including the source of the applied carbon prices and why these are deemed relevant for their chosen application. The undertaking may disclose the calculation methodology of the carbon prices including the extent to which these have been set using scientific guidance and how their future development is related to science-based carbon pricing trajectories.",E1,"The type of internal carbon pricing scheme, for example, the shadow prices applied for CapEX or research and development (R&D) investment decision making, internal carbon fees or internal carbon funds",Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 63,"The information required in paragraph 62 shall include: (a) the type of internal carbon pricing scheme, for example, the shadow prices applied for CapEX or research and development (R&D) investment decision making, internal carbon fees or internal carbon funds; (b) the specific scope of application of the carbon pricing schemes (activities, geographies, entities, etc.); (c) the carbon prices applied according to the type of scheme and critical assumptions made to determine the prices, including the source of the applied carbon prices and why these are deemed relevant for their chosen application. The undertaking may disclose the calculation methodology of the carbon prices including the extent to which these have been set using scientific guidance and how their future development is related to science-based carbon pricing trajectories.",E2,"The specific scope of application of the carbon pricing schemes (activities, geographies, entities, etc.)",Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 63,"The information required in paragraph 62 shall include: (a) the type of internal carbon pricing scheme, for example, the shadow prices applied for CapEX or research and development (R&D) investment decision making, internal carbon fees or internal carbon funds; (b) the specific scope of application of the carbon pricing schemes (activities, geographies, entities, etc.); (c) the carbon prices applied according to the type of scheme and critical assumptions made to determine the prices, including the source of the applied carbon prices and why these are deemed relevant for their chosen application. The undertaking may disclose the calculation methodology of the carbon prices including the extent to which these have been set using scientific guidance and how their future development is related to science-based carbon pricing trajectories.",E3,"The carbon prices applied according to the type of scheme and critical assumptions made to determine the prices, including the source of the applied carbon prices and why these are deemed relevant for their chosen application. The undertaking may disclose the calculation methodology of the carbon prices including the extent to which these have been set using scientific guidance and how their future development is related to science-based carbon pricing trajectories.",Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 64,The undertaking shall disclose its: (a) anticipated financial effects from material physical risks; (b) anticipated financial effects from material transition risks; and (c) potential to benefit from material climate-related opportunities.,E1,Anticipated financial effects from material physical risks,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 64,The undertaking shall disclose its: (a) anticipated financial effects from material physical risks; (b) anticipated financial effects from material transition risks; and (c) potential to benefit from material climate-related opportunities.,E2,Anticipated financial effects from material transition risks,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 64,The undertaking shall disclose its: (a) anticipated financial effects from material physical risks; (b) anticipated financial effects from material transition risks; and (c) potential to benefit from material climate-related opportunities.,E3,Potential to benefit from material climate-related opportunities.,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 65,"The information required by paragraph 64 is in addition to the information on current financial effects required under ESRS 2 SBM-3 para 48 (d). The objective of this Disclosure Requirement related to: (a) anticipated financial effects due to material physical risks and transition risks is to provide an understanding of how these risks have (or could reasonably be expected to have) a material influence on the undertaking’s financial position, financial performance and cash flows, over the short-, medium- and long- term. The results of scenario analysis used to conduct resilience analysis as required under paragraphs AR 10 to AR 13 should inform the assessment of anticipated financial effects from material physical and transition risks. (b) potential to pursue material climate-related opportunities is to enable an understanding of how the undertaking may financially benefit from material climaterelated opportunities. This disclosure is complementary to the key performance indicators to be disclosed in accordance with Commission Delegated Regulation (EU) 2021/2178.",E1,"Anticipated financial effects due to material physical risks and transition risks is to provide an understanding of how these risks have (or could reasonably be expected to have) a material influence on the undertaking’s financial position, financial performance and cash flows, over the short-, medium- and long- term. The results of scenario analysis used to conduct resilience analysis as required under paragraphs AR 10 to AR 13 should inform the assessment of anticipated financial effects from material physical and transition risks.",Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 65,"The information required by paragraph 64 is in addition to the information on current financial effects required under ESRS 2 SBM-3 para 48 (d). The objective of this Disclosure Requirement related to: (a) anticipated financial effects due to material physical risks and transition risks is to provide an understanding of how these risks have (or could reasonably be expected to have) a material influence on the undertaking’s financial position, financial performance and cash flows, over the short-, medium- and long- term. The results of scenario analysis used to conduct resilience analysis as required under paragraphs AR 10 to AR 13 should inform the assessment of anticipated financial effects from material physical and transition risks. (b) potential to pursue material climate-related opportunities is to enable an understanding of how the undertaking may financially benefit from material climaterelated opportunities. This disclosure is complementary to the key performance indicators to be disclosed in accordance with Commission Delegated Regulation (EU) 2021/2178.",E2,Potential to pursue material climate-related opportunities is to enable an understanding of how the undertaking may financially benefit from material climaterelated opportunities. This disclosure is complementary to the key performance indicators to be disclosed in accordance with Commission Delegated Regulation (EU) 2021/2178.,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 66,"The disclosure of anticipated financial effects from material physical risks required by paragraph 64 (a) shall include: (a) the monetary amount and proportion (percentage) of assets at material physical risk over the short-, medium- and long-term before considering climate change adaptation actions; with the monetary amounts of these assets disaggregated by acute and chronic physical risk (b) the proportion of assets at material physical risk addressed by the climate change adaptation actions; (c) the location of significant assets at material physical risk; and (d) the monetary amount and proportion (percentage) of net revenue from its business activities at material physical risk over the short-, medium- and long-term.",E1,"The monetary amount and proportion (percentage) of assets at material physical risk over the short-, medium- and long-term before considering climate change adaptation actions; with the monetary amounts of these assets disaggregated by acute and chronic physical risk",Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 66,"The disclosure of anticipated financial effects from material physical risks required by paragraph 64 (a) shall include: (a) the monetary amount and proportion (percentage) of assets at material physical risk over the short-, medium- and long-term before considering climate change adaptation actions; with the monetary amounts of these assets disaggregated by acute and chronic physical risk (b) the proportion of assets at material physical risk addressed by the climate change adaptation actions; (c) the location of significant assets at material physical risk; and (d) the monetary amount and proportion (percentage) of net revenue from its business activities at material physical risk over the short-, medium- and long-term.",E2,The proportion of assets at material physical risk addressed by the climate change adaptation actions,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 66,"The disclosure of anticipated financial effects from material physical risks required by paragraph 64 (a) shall include: (a) the monetary amount and proportion (percentage) of assets at material physical risk over the short-, medium- and long-term before considering climate change adaptation actions; with the monetary amounts of these assets disaggregated by acute and chronic physical risk (b) the proportion of assets at material physical risk addressed by the climate change adaptation actions; (c) the location of significant assets at material physical risk; and (d) the monetary amount and proportion (percentage) of net revenue from its business activities at material physical risk over the short-, medium- and long-term.",E3,The location of significant assets at material physical risk,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 66,"The disclosure of anticipated financial effects from material physical risks required by paragraph 64 (a) shall include: (a) the monetary amount and proportion (percentage) of assets at material physical risk over the short-, medium- and long-term before considering climate change adaptation actions; with the monetary amounts of these assets disaggregated by acute and chronic physical risk (b) the proportion of assets at material physical risk addressed by the climate change adaptation actions; (c) the location of significant assets at material physical risk; and (d) the monetary amount and proportion (percentage) of net revenue from its business activities at material physical risk over the short-, medium- and long-term.",E4,"The monetary amount and proportion (percentage) of net revenue from its business activities at material physical risk over the short-, medium- and long-term.",Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 67,"The disclosure of anticipated financial effects from material transition risks required by paragraph 64 (b) shall include: (a) he monetary amount and proportion (percentage) of assets at material transition risk over the short-, medium- and long-term before considering climate mitigation actions; (b) the proportion of assets at material transition risk addressed by the climate change mitigation actions; (c) a breakdown of the carrying value of the undertaking’s real estate assets by energy efficiency classes; (d) liabilities that may have to be recognised in financial statements over the short-, medium- and long-term; and (e) the monetary amount and proportion (percentage) of net revenue from its business activit ies at material transition risk over the short-, medium- and long-term including, where relevant, the net revenue from the undertaking’s customers operating in coal, oil and gas-related activities.",E1,"He monetary amount and proportion (percentage) of assets at material transition risk over the short-, medium- and long-term before considering climate mitigation actions",Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 67,"The disclosure of anticipated financial effects from material transition risks required by paragraph 64 (b) shall include: (a) he monetary amount and proportion (percentage) of assets at material transition risk over the short-, medium- and long-term before considering climate mitigation actions; (b) the proportion of assets at material transition risk addressed by the climate change mitigation actions; (c) a breakdown of the carrying value of the undertaking’s real estate assets by energy efficiency classes; (d) liabilities that may have to be recognised in financial statements over the short-, medium- and long-term; and (e) the monetary amount and proportion (percentage) of net revenue from its business activit ies at material transition risk over the short-, medium- and long-term including, where relevant, the net revenue from the undertaking’s customers operating in coal, oil and gas-related activities.",E2,The proportion of assets at material transition risk addressed by the climate change mitigation actions,Yes,Requirement text,
ESRS E1,ESRS E1 Metrics and Targets 67,"The disclosure of anticipated financial effects from material transition risks required by paragraph 64 (b) shall include: (a) he monetary amount and proportion (percentage) of assets at material transition risk over the short-, medium- and long-term before considering climate mitigation actions; (b) the proportion of assets at material transition risk addressed by the climate change mitigation actions; (c) a breakdown of the carrying value of the undertaking’s real estate assets by energy efficiency classes; (d) liabilities that may have to be recognised in financial statements over the short-, medium- and long-term; and (e) the monetary amount and proportion (percentage) of net revenue from its business activit ies at material transition risk over the short-, medium- and long-term including, where relevant, the net revenue from the undertaking’s customers operating in coal, oil and gas-related activities.",E3,A breakdown of the carrying value of the undertaking’s real estate assets by energy efficiency classes,Yes,Requirement text,
